Name,Character Id,Level,Power,Stars,Red Stars,Gear Tier,Basic,Special,Ultimate,Passive,ISO Class,ISO Matrix,Striker,Fortifier,Healer,Raider,Skirmisher,ISO Health,ISO Damage,ISO Armor,ISO Focus,ISO Resist
Dragonfly,SymbioteSilverSurfer,100,596937,7,7,19,6,7,7,4,raider,purple,,,,11,,1,1,1,1,1
Dragonfly,Gwenom,95,370226,7,7,18,6,6,6,4,striker,purple,10,,,,,,,,,
Dragonfly,RedGoblin,95,370843,7,7,18,6,6,6,5,raider,purple,,,,10,,,,,,
Dragonfly,BlackKnight,100,762247,7,9,19,7,7,7,5,fortifier,purple,,12,,,,2,2,2,2,2
Dragonfly,StarBrand,96,396579,7,7,18,6,6,6,5,raider,purple,5,5,5,10,5,,,,,
Dragonfly,SuperSkrull,100,734003,7,7,19,7,7,7,5,striker,purple,12,,,,,2,2,2,2,2
Dragonfly,CosmicGhostRider,96,435310,7,7,18,6,6,6,5,striker,purple,11,,,,,1,1,1,1,1
Dragonfly,IronPatriot,100,616720,7,8,19,6,7,7,4,striker,purple,11,5,5,5,9,1,1,1,1,1
Dragonfly,TheLeader,100,606346,7,8,19,6,6,6,5,striker,purple,11,5,5,5,5,1,1,1,1,1
Dragonfly,PeterBParker,100,681028,7,8,19,7,7,7,5,healer,purple,9,,11,,9,1,1,1,1,1
Dragonfly,SpiderManPavitr,100,606662,7,8,19,6,6,7,5,striker,purple,10,,,,,,,,,
Dragonfly,PeniParker,100,667083,7,8,19,6,7,7,5,striker,purple,11,,,,,1,1,1,1,1
Dragonfly,PandaPool,100,476111,7,7,18,6,6,6,4,skirmisher,purple,,,,,10,,,,,
Dragonfly,OldManLogan,100,607642,6,6,19,7,7,8,5,striker,purple,12,5,5,5,5,3,2,3,3,2
Dragonfly,Daken,100,474808,7,7,18,6,6,6,4,raider,purple,,,,10,,,,,,
Dragonfly,Northstar,97,527354,7,9,18,6,7,7,5,raider,purple,,,,10,,,,,,
Dragonfly,Guardian,97,383835,6,6,18,6,6,6,5,striker,purple,10,,,,,,,,,
Dragonfly,Sasquatch,98,431287,7,7,18,6,6,6,5,skirmisher,purple,10,,,,11,1,1,1,1,1
Dragonfly,HankPym,95,362395,6,6,18,7,6,6,5,striker,purple,10,,,,,,,,,
Dragonfly,BlackPantherShuri,95,341911,6,6,18,6,6,6,5,raider,purple,,,,11,,1,1,1,1,1
Dragonfly,Ares,90,366443,7,7,17,6,6,6,4,striker,purple,10,,,,,,,,,
Dragonfly,Gladiator,100,721457,6,6,19,7,7,7,5,fortifier,purple,,12,,,,2,2,2,2,2
Dragonfly,Gorr,95,397146,5,5,18,6,6,7,4,raider,purple,,,,11,,1,1,1,1,1
Dragonfly,Sentinel,95,335777,4,4,18,6,6,6,4,striker,purple,11,,,,,1,1,1,1,1
Dragonfly,OmegaSentinel,95,338546,4,4,18,6,6,6,4,skirmisher,purple,,,,,10,,,,,
Dragonfly,ThanosEndgame,100,650346,5,5,19,6,7,7,5,striker,purple,12,,,9,,2,2,2,2,2
Dragonfly,Nimrod,90,238842,4,4,17,6,6,6,4,raider,purple,,,,10,,,,,,
Dragonfly,Blade,85,168943,3,3,16,6,6,6,4,striker,blue,9,,,,,4,5,4,4,4
BossBaby,ShieldSupport_Heal,65,70514,7,7,12,6,6,,4,healer,,,,2,,,2,2,4,2,3
BossBaby,SpiderMan,75,119832,7,7,14,6,6,6,4,raider,,,,,4,,4,4,4,4,4
BossBaby,LukeCage,70,87766,7,7,13,6,6,6,4,fortifier,,,1,,,,4,1,3,3,4
BossBaby,Punisher,70,96839,7,7,13,7,6,6,5,striker,,4,,,,,4,4,4,4,4
BossBaby,Elektra,55,48885,7,7,9,6,5,5,4,skirmisher,,,,,,2,2,3,3,3,3
BossBaby,Crossbones,65,73836,7,7,12,6,6,6,4,,,,,,,,,,,,
BossBaby,HandSupport_Heal,57,41547,6,6,10,6,5,,4,healer,,,,2,,,3,3,2,3,2
BossBaby,ShieldDmg_AoE,65,30625,5,5,9,5,5,,3,,,,,,,,,,,,
BossBaby,MercDmg_General,55,47114,7,7,10,6,5,,4,skirmisher,,,,,,2,3,3,2,2,3
BossBaby,HydraDmg_AoE,45,22315,6,6,8,5,4,,3,,,,,,,,,,,,
BossBaby,ShieldDmg_Defense,67,76721,7,7,12,6,6,,5,striker,,3,,,,,4,3,3,3,3
BossBaby,Daredevil,70,88105,7,7,13,6,6,6,4,raider,,,,,1,,2,1,2,1,3
BossBaby,RavagerTank_Taunt,40,8538,5,5,7,3,2,,1,,,,,,,,,,,,
BossBaby,Wolverine,95,375453,7,8,18,6,6,6,4,striker,blue,9,,,,,4,5,4,5,4
BossBaby,ShieldSupport_Stealth,65,61633,6,6,12,6,6,,4,healer,,,,1,,,1,1,1,1,1
BossBaby,HandControl_HealBlock,51,37637,7,7,9,5,5,,3,striker,,1,,,,,2,1,2,2,1
BossBaby,Nebula,80,149240,7,7,15,6,6,6,4,skirmisher,blue,,,,,7,3,3,2,3,3
BossBaby,JessicaJones,80,152283,7,7,15,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
BossBaby,HydraSupport_Heal,45,25718,7,7,8,5,4,,3,,,,,,,,,,,,
BossBaby,HydraDmg_Buff,45,26509,7,7,8,5,4,,3,,,,,,,,,,,,
BossBaby,Quake,65,56868,7,7,9,6,6,6,4,,,,,,,,,,,,
BossBaby,MercTank_Debuff,50,34925,7,7,9,5,5,,3,,,,,,,,,,,,
BossBaby,Gamora,80,182171,7,8,15,7,6,6,4,striker,blue,9,,,,,4,5,4,4,4
BossBaby,Bullseye,60,46717,6,6,10,6,6,6,4,,,,,,,,,,,,
BossBaby,RavagerDmg_AoE,48,33974,7,7,9,5,5,,3,,,,,,,,,,,,
BossBaby,HandDmg_Bonus,52,24466,5,5,8,5,5,,3,striker,,1,,,,,1,2,1,3,3
BossBaby,Hulk,90,275890,7,8,17,7,6,6,5,striker,blue,9,,,,,4,4,4,4,4
BossBaby,MercDmg_Single,25,4702,5,5,5,3,2,,1,,,,,,,,,,,,
BossBaby,RavagerSupport_Heal,15,2019,7,7,3,2,1,,,,,,,,,,,,,,
BossBaby,Drax,75,110909,7,7,14,7,6,6,4,fortifier,,,2,,,,3,3,3,2,4
BossBaby,Yondu,70,91758,7,7,13,6,6,6,4,skirmisher,,,,,,3,3,3,3,3,4
BossBaby,MercSupport_Buffs,50,29986,6,6,9,5,5,,3,,,,,,,,,,,,
BossBaby,Hawkeye,65,60350,7,7,10,6,6,6,4,,,,,,,,,,,,
BossBaby,IronFist,70,96465,7,7,13,6,7,6,5,healer,,,,3,,,4,4,3,3,3
BossBaby,ShieldTank_Stun,65,71321,7,7,12,6,6,,4,fortifier,,,2,,,,2,3,2,3,3
BossBaby,KreeTank_Counter,60,44883,7,7,8,6,6,,4,,,,,,,,,,,,
BossBaby,HandTank_Stealth,50,36832,7,7,9,5,5,,3,fortifier,,,1,,,,4,1,3,3,3
BossBaby,NightNurse,65,71646,7,7,12,6,6,6,4,,,,,,,,,,,,
BossBaby,HydraTank_Taunt,65,53208,5,5,12,6,6,,4,fortifier,,,1,,,,1,2,2,2,2
BossBaby,KreeSupport_HoT,60,49573,7,7,9,6,6,,4,,,,,,,,,,,,
BossBaby,AntMan,68,88711,7,7,12,6,6,6,4,skirmisher,,,,,,2,4,2,4,4,4
BossBaby,Korath,65,48371,6,6,9,6,6,6,4,,,,,,,,,,,,
BossBaby,AimDmg_Speed,58,35863,5,5,9,6,6,,4,,,,,,,,,,,,
BossBaby,KreeDmg_Offense,58,38907,6,6,9,6,6,,4,,,,,,,,,,,,
BossBaby,Nobu,65,79984,7,7,12,6,6,6,4,healer,,,,2,,,3,3,3,4,2
BossBaby,CaptainAmerica,85,242599,7,8,16,6,6,6,4,fortifier,purple,,10,,,,,,,,
BossBaby,Thor,80,179350,7,7,15,7,7,7,5,striker,blue,7,,,,,2,2,2,2,2
BossBaby,HandDmg_Unbuff,31,7359,5,5,6,3,3,,1,,,,,,,,,,,,
BossBaby,HydraDmg_Single,42,15943,5,5,8,4,4,,2,,,,,,,,,,,,
BossBaby,WinterSoldier,85,213095,7,7,16,6,6,6,4,striker,purple,10,,,,,,,,,
BossBaby,AimSupport_Heal,47,18106,5,5,8,5,4,,2,,,,,,,,,,,,
BossBaby,AimDmg_Offense,59,48194,7,7,9,6,6,,4,,,,,,,,,,,,
BossBaby,ScarletWitch,90,256301,7,7,17,6,7,6,5,healer,purple,,,10,,,,,,,
BossBaby,KreeDmg_Speed,60,41458,6,6,9,6,6,,4,,,,,,,,,,,,
BossBaby,MsMarvel,84,156923,7,7,15,6,6,6,4,fortifier,,,4,,,,5,4,4,4,4
BossBaby,KreeControl_Assist,66,43565,6,6,9,6,6,,4,,,,,,,,,,,,
BossBaby,Deadpool,85,214427,7,7,16,7,6,6,5,raider,blue,,,,8,,4,3,4,3,4
BossBaby,Wasp,65,65528,6,6,12,6,6,6,4,raider,,,,,1,,3,1,3,2,2
BossBaby,BaronMordo,70,96583,7,7,13,6,6,6,5,skirmisher,,,,,,3,4,3,3,3,3
BossBaby,Ronan,65,81601,7,9,11,6,6,6,4,,,,,,,,,,,,
BossBaby,Thanos,84,206673,7,8,15,6,6,6,5,raider,blue,3,,,9,,4,4,4,4,4
BossBaby,Storm,80,148574,7,7,15,6,6,6,4,raider,blue,,,,8,,4,3,4,4,4
BossBaby,AimTank_Taunt,63,38898,5,5,9,6,6,,4,,,,,,,,,,,,
BossBaby,Kingpin,85,179850,7,7,16,6,6,6,4,fortifier,blue,,8,,,,3,3,3,3,3
BossBaby,Venom,90,265882,7,8,17,6,6,6,4,striker,blue,9,,,3,,5,4,5,4,5
BossBaby,AimControl_Infect,45,21692,6,6,8,5,4,,3,,,,,,,,,,,,
BossBaby,Cable,65,73717,7,7,12,6,6,6,4,,,,,,,,,,,,
BossBaby,RocketRaccoon,80,154494,7,7,15,7,7,7,5,raider,,2,,,4,,4,4,5,4,4
BossBaby,ScientistSupreme,95,615604,7,8,18,7,7,7,5,healer,purple,,,10,,,1,1,1,,1
BossBaby,DoctorStrange,90,362245,7,8,17,6,6,6,4,healer,purple,,,10,,,,,,,
BossBaby,Groot,75,97458,7,7,13,6,6,6,4,healer,,,,3,,,3,3,3,3,4
BossBaby,IronMan,85,259848,7,9,16,6,7,6,4,raider,purple,,,,10,,,,,,
BossBaby,Vision,70,112229,7,9,13,7,6,6,4,skirmisher,,,,,,3,3,3,4,4,3
BossBaby,Mystique,80,155837,7,7,15,6,6,6,5,skirmisher,blue,,,,,8,4,4,3,3,3
BossBaby,Juggernaut,80,147293,7,7,15,6,6,6,4,striker,blue,8,2,,,,3,3,3,3,3
BossBaby,UltSpiderMan,80,147205,7,7,15,6,6,6,4,striker,,4,,,,,4,4,4,4,4
BossBaby,BlackWidow,85,222418,7,8,16,6,6,6,4,striker,blue,9,,,,,4,4,4,4,4
BossBaby,Pyro,80,145932,7,7,15,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
BossBaby,BlackPanther,51,42538,7,7,9,5,5,5,3,,,,,,,,,,,,
BossBaby,StarLord,80,155123,7,7,15,7,7,7,5,skirmisher,,,,,,4,4,4,4,4,4
BossBaby,Sabretooth,80,161979,7,7,15,6,6,6,4,striker,blue,8,,,1,,3,3,4,3,3
BossBaby,WarMachine,70,89736,7,7,13,6,6,6,4,raider,,,,,2,,3,3,2,4,3
BossBaby,Minerva,82,179203,7,7,15,7,7,7,5,healer,blue,,,8,,,4,3,4,4,4
BossBaby,CaptainMarvel,85,211745,7,7,16,7,6,6,5,striker,blue,8,,,,,3,3,3,3,3
BossBaby,Loki,90,249815,7,7,17,7,6,6,4,healer,blue,,,9,,,5,5,5,4,5
BossBaby,Falcon,70,86640,7,7,13,6,6,6,4,skirmisher,,,,,,1,2,1,1,2,2
BossBaby,UltGreenGoblin,60,72687,7,7,11,6,6,6,4,raider,,,,,3,,3,4,4,4,4
BossBaby,Mantis,65,75633,7,7,12,6,6,6,4,healer,,,,1,,,1,3,1,1,2
BossBaby,Psylocke,90,285488,7,8,17,7,7,7,5,striker,blue,9,,,,2,4,4,4,4,4
BossBaby,Rhino,55,52418,7,7,10,6,5,5,4,,,,,,,,,,,,
BossBaby,Shocker,55,53033,7,7,10,6,5,5,4,,,,,,,,,,,,
BossBaby,Killmonger,55,52181,7,7,10,6,5,5,4,raider,,,,,2,,4,4,2,4,3
BossBaby,Thing,80,206798,7,8,15,7,6,7,5,striker,blue,10,,,,,5,5,5,5,5
BossBaby,Mysterio,85,191988,7,7,16,6,6,6,4,skirmisher,blue,,,,,8,3,3,4,3,3
BossBaby,Carnage,90,265392,7,8,17,6,6,6,4,skirmisher,blue,3,,,,9,4,4,4,4,4
BossBaby,Rescue,85,243910,7,8,16,6,6,7,5,healer,blue,,,9,,,5,4,5,5,5
BossBaby,Vulture,55,52932,7,7,10,6,5,5,4,,,,,,,,,,,,
BossBaby,MBaku,53,35312,6,6,9,5,5,5,3,,,,,,,,,,,,
BossBaby,Okoye,45,30742,7,8,8,5,4,4,3,,,,,,,,,,,,
BossBaby,AmericaChavez,25,7628,7,7,5,3,2,2,1,,,,,,,,,,,,
BossBaby,MrFantastic,80,211033,7,8,15,7,7,7,5,skirmisher,blue,,,,,9,4,4,4,4,4
BossBaby,Graviton,65,75732,7,7,12,6,6,6,4,striker,,1,,,,,3,1,2,2,1
BossBaby,NickFury,85,210899,7,8,16,7,6,6,5,healer,blue,,,9,,,4,4,5,4,4
BossBaby,Magneto,95,395617,7,8,18,7,7,6,5,skirmisher,purple,,,,,10,,,,,
BossBaby,GhostRider,79,136796,6,6,14,7,6,6,5,striker,blue,7,,,,,2,2,2,2,2
BossBaby,ElsaBloodstone,70,99259,7,7,13,6,6,6,5,raider,,,,,3,,4,3,4,3,3
BossBaby,Shuri,80,163335,7,8,15,7,6,6,4,healer,,,3,4,,,4,4,5,5,5
BossBaby,Hela,95,451597,7,8,18,7,7,7,5,raider,purple,,,,10,,,,,,
BossBaby,Coulson,80,184787,7,8,15,6,6,6,4,striker,blue,9,,,,,5,4,4,5,4
BossBaby,Namor,85,236990,7,8,16,6,6,6,4,raider,purple,,,,10,,,,,,
BossBaby,MrSinister,80,178591,7,7,15,7,7,7,5,healer,blue,,,8,,3,3,3,3,3,3
BossBaby,HumanTorch,75,113700,7,7,14,6,6,6,5,striker,,2,,,1,,3,4,3,4,2
BossBaby,InvisibleWoman,80,160914,7,8,15,7,6,6,5,healer,,,4,4,,,5,4,5,5,5
BossBaby,Stryfe,70,96297,7,7,13,6,6,6,4,fortifier,,,4,,,,5,4,4,4,5
BossBaby,Heimdall,78,131428,7,7,14,6,7,6,5,raider,,,,,3,2,4,4,3,3,4
BossBaby,Sif,78,128877,7,7,14,7,6,6,5,fortifier,,,4,,,,5,4,4,4,5
BossBaby,Colossus,80,162295,7,7,15,6,6,6,4,fortifier,blue,,8,,,,3,3,3,3,3
BossBaby,Ultron,85,209087,7,6,16,7,7,7,5,striker,blue,9,,,,,5,5,4,4,4
BossBaby,Crystal,65,80883,7,7,12,6,6,6,4,raider,,,,,3,,3,3,4,3,3
BossBaby,Phoenix,80,226595,7,8,15,7,7,7,5,striker,blue,9,,,,,4,4,4,4,4
BossBaby,Cyclops,95,456241,7,9,18,7,7,7,5,raider,purple,,,,10,,,,,,
BossBaby,Toad,80,129123,7,7,14,6,6,6,4,skirmisher,blue,,,,,6,2,1,2,2,2
BossBaby,SymbioteSpiderMan,80,155931,7,7,15,6,6,7,5,raider,,,,,4,3,5,5,5,4,4
BossBaby,ProximaMidnight,80,152688,7,7,15,6,6,6,4,skirmisher,blue,,,,,8,3,4,3,4,4
BossBaby,Karnak,65,62109,6,6,12,6,6,6,4,,,,,,,,,,,,
BossBaby,CorvusGlaive,80,182766,7,9,15,6,6,6,4,striker,blue,9,,,3,,4,4,4,4,4
BossBaby,Taskmaster,70,83470,6,6,13,6,6,6,5,skirmisher,,,,,,4,4,4,4,4,4
BossBaby,Domino,65,67713,7,7,11,6,6,6,4,,,,,,,,,,,,
BossBaby,Ironheart,70,93637,7,7,13,6,6,6,5,raider,,,,,3,,3,3,3,3,3
BossBaby,Negasonic,65,79980,7,8,12,6,6,6,4,,,,,,,,,,,,
BossBaby,Blob,80,108785,6,6,14,6,6,6,4,striker,blue,5,,,,,,,,,
BossBaby,YoYo,79,124849,7,7,14,6,6,6,4,skirmisher,,,,,,3,4,3,4,4,4
BossBaby,X23,65,74036,7,7,11,6,6,6,4,,,,,,,,,,,,
BossBaby,SquirrelGirl,1,478,5,5,1,1,1,,,,,,,,,,,,,,
BossBaby,Beast,80,146368,7,7,15,6,6,6,4,skirmisher,blue,,,2,,7,2,3,3,2,2
BossBaby,BlackBolt,85,261584,7,8,16,7,6,6,5,striker,purple,10,,,,,,,,,
BossBaby,RedSkull,66,68299,6,6,12,6,6,6,4,fortifier,,,3,,,,3,3,3,3,4
BossBaby,Swarm,46,26820,6,6,8,5,4,4,3,,,,,,,,,,,,
BossBaby,Ultimus,95,584353,7,10,18,6,7,6,4,raider,purple,,,,10,,,,,,
BossBaby,EmmaFrost,90,256158,7,7,17,6,6,7,5,healer,purple,5,5,10,5,5,,,,,
BossBaby,Electro,70,102711,7,7,13,6,6,6,4,raider,,,,,4,,4,4,4,4,4
BossBaby,Scream,80,143040,7,7,15,6,6,6,5,striker,,4,,3,,,4,4,4,5,4
BossBaby,AntiVenom,80,136649,6,6,15,7,7,7,5,healer,,,3,4,,,4,4,4,5,4
BossBaby,Stature,75,115566,7,7,14,7,6,6,4,fortifier,,,4,,,,5,4,4,4,5
BossBaby,Yellowjacket,65,73184,6,6,12,6,6,6,4,skirmisher,,,,,,3,4,4,4,3,4
BossBaby,EbonyMaw,85,234509,7,8,16,7,6,6,5,healer,blue,,4,9,,,4,4,4,4,4
BossBaby,CullObsidian,80,164688,7,7,15,6,6,6,5,striker,blue,8,4,,,,3,3,3,4,4
BossBaby,Shatterstar,65,72986,6,6,12,6,6,6,4,raider,,,,,4,,4,4,4,4,4
BossBaby,Zemo,85,194187,7,8,16,6,6,6,4,raider,blue,,,,9,,4,5,4,4,4
BossBaby,Ghost,80,147274,7,7,15,6,6,6,4,skirmisher,blue,,,,,8,3,3,3,3,3
BossBaby,DoctorOctopus,95,426267,7,9,18,6,6,6,5,healer,purple,,3,10,,,,,,,
BossBaby,SheHulk,90,276500,7,8,17,7,7,6,5,skirmisher,blue,,,,,9,4,4,4,4,4
BossBaby,ShangChi,85,185649,7,7,16,6,6,6,4,raider,blue,,,,8,,3,3,4,4,3
BossBaby,Jubilee,80,151380,7,7,15,6,6,6,4,striker,,4,,,,,4,4,4,4,4
BossBaby,Gambit,95,495132,7,9,18,7,7,7,5,raider,purple,,,,10,,2,,1,,1
BossBaby,Mockingbird,75,145962,7,7,14,7,6,6,4,healer,blue,,,10,,,5,5,5,5,5
BossBaby,Sunfire,90,262093,7,8,17,6,6,6,4,striker,blue,9,,,,,4,5,5,5,5
BossBaby,Iceman,80,134276,7,7,14,6,6,6,4,skirmisher,blue,,,,,6,1,1,1,1,1
BossBaby,Sylvie,90,234862,7,7,17,6,6,6,4,striker,blue,8,,,,,4,4,3,4,3
BossBaby,Sybil,95,467236,7,8,18,7,7,7,5,striker,purple,11,,,,,1,1,1,1,1
BossBaby,Nakia,1,478,5,5,1,1,1,,,,,,,,,,,,,,
BossBaby,KittyPryde,80,149368,7,7,15,6,6,6,4,skirmisher,blue,,,,,6,2,1,1,1,3
BossBaby,IronManInfinityWar,85,229692,7,8,16,6,6,6,4,striker,blue,9,,,,,5,5,5,4,4
BossBaby,SharonCarter,75,114718,7,7,14,6,6,6,4,striker,,4,,,,,4,4,4,4,4
BossBaby,AgentVenom,85,180603,6,6,16,6,6,6,4,raider,purple,,,,10,,,,,,
BossBaby,StrangeSupreme,90,327736,7,9,17,7,7,7,5,raider,blue,,4,,9,,5,5,5,4,5
BossBaby,WhiteTiger,1,572,6,6,1,1,1,,,,,,,,,,,,,,
BossBaby,SilverSamurai,75,101392,6,6,14,6,6,6,4,skirmisher,,,,,,4,5,4,5,4,5
BossBaby,PhylaVell,80,134646,6,6,15,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
BossBaby,ZombieIronMan,85,148568,5,3,16,6,6,6,4,striker,purple,10,,,,,,,,,
BossBaby,MistyKnight,1,671,7,7,1,1,1,,,,,,,,,,,,,,
BossBaby,ZombieJuggernaut,85,162161,5,4,16,6,6,6,4,striker,purple,10,,,,,,,,,
BossBaby,Quicksilver,85,154556,5,4,16,6,6,6,4,striker,blue,9,,,,,5,5,5,4,4
BossBaby,Morbius,31,4381,5,5,6,1,1,1,1,,,,,,,,,,,,
BossBaby,Ikaris,90,319840,7,8,17,7,7,7,5,striker,purple,10,,,,,,,,,
BossBaby,SilverSurfer,95,617570,7,9,18,7,6,7,5,striker,purple,10,,,,,,,,,
BossBaby,SpiderManBigTime,85,214153,7,5,16,6,6,7,4,striker,blue,9,,,,,5,5,4,4,4
BossBaby,Bishop,80,148570,7,7,15,6,6,6,4,striker,blue,7,,,,,2,2,2,2,2
BossBaby,SpiderPunk,75,78941,4,4,14,6,6,6,4,striker,,4,,,,,4,4,4,4,5
BossBaby,Gwenpool,40,6840,6,6,7,1,1,1,1,,,,,,,,,,,,
BossBaby,Cloak,85,224868,7,7,16,6,7,7,5,skirmisher,blue,,,,,9,4,4,4,4,4
BossBaby,ScarletSpider,75,91367,5,5,14,6,6,6,4,raider,,,,,3,,4,4,3,4,4
BossBaby,StarLord_Annihilation,80,142848,6,6,15,6,6,6,5,raider,blue,,,,9,,4,4,4,4,4
BossBaby,USAgent,85,228314,7,8,16,6,6,6,4,skirmisher,purple,,,,,10,,,,,
BossBaby,CaptainAmericaWW2,65,61811,5,5,12,6,6,6,4,skirmisher,,,,,,3,3,3,3,4,3
BossBaby,IronheartMCU,85,203654,7,7,16,6,6,6,4,skirmisher,blue,,,,,9,4,4,4,4,4
BossBaby,Longshot,65,84329,7,7,12,6,6,6,4,raider,,,,,3,,3,4,4,3,3
BossBaby,KangTheConqueror,100,730563,7,9,19,7,7,7,5,striker,purple,12,,,4,,2,2,2,2,2
BossBaby,CaptainCarter,95,332415,6,6,18,6,7,6,5,healer,purple,5,5,10,5,5,,,,,
BossBaby,BuckyBarnes,65,70714,6,6,12,6,6,6,4,striker,,3,,,,,4,4,3,3,3
BossBaby,IronFistOrson,82,149627,7,7,15,6,6,6,4,raider,,,,,4,,4,4,4,4,4
BossBaby,Moonstone,75,126319,7,7,14,6,6,6,4,striker,blue,5,,,4,,,,,,
BossBaby,LokiTeen,90,256870,7,7,17,6,6,6,4,striker,blue,9,,,,,4,4,4,4,4
BossBaby,Sersi,90,314616,7,8,17,7,6,7,5,skirmisher,purple,4,,,,10,,,,,
BossBaby,SpiderManNoir,100,643077,7,9,19,7,6,7,5,raider,purple,,,,11,,1,1,1,1,1
BossBaby,UnionJack,68,73105,6,6,12,6,6,6,4,raider,,,,,3,,3,3,3,3,3
BossBaby,SamWilson,75,91396,5,5,14,6,6,6,4,skirmisher,,,,,,4,4,4,4,5,5
BossBaby,AbsorbingMan,66,76183,6,6,12,6,6,6,4,fortifier,,,5,,,,5,5,5,5,5
BossBaby,DarkBeast,90,282412,7,8,17,7,6,7,5,skirmisher,blue,,,,,9,4,4,4,4,4
BossBaby,Titania,67,95319,7,7,12,6,6,6,4,raider,,4,,,4,,4,5,4,5,5
BossBaby,Magik,82,163244,7,7,15,6,6,6,4,striker,blue,8,,,,,3,3,3,3,3
BossBaby,Moondragon,82,230330,7,7,15,6,6,6,4,healer,blue,,,9,,,4,4,4,4,4
BossBaby,SpiderSlayer,75,126030,7,7,14,6,6,6,4,striker,,4,,,,,4,5,5,4,4
BossBaby,SpiderWeaver,90,330668,7,8,17,7,7,7,5,striker,purple,10,7,,,,,,,,
BossBaby,MariaHill,65,83561,7,7,12,6,6,6,4,healer,,,,4,,,4,4,4,4,4
BossBaby,Wong,90,305179,7,8,17,7,6,7,5,striker,purple,10,,,,,,,,,
BossBaby,Deathpool,90,347469,7,8,17,7,7,7,5,striker,purple,10,,,,,,,,,
BossBaby,Dagger,85,263886,7,8,16,7,7,7,5,striker,purple,10,,,,,,,,,
BossBaby,Darkhawk,85,171145,6,6,16,6,6,6,4,raider,blue,,,,9,,4,4,4,4,4
BossBaby,Deathlok,1,289,3,3,1,1,1,,,,,,,,,,,,,,
BossBaby,Korg,85,215638,7,7,16,6,6,6,5,skirmisher,purple,,,,,10,,,,,
BossBaby,NicoMinoru,70,100484,7,7,13,6,6,6,4,skirmisher,,,,,,3,4,3,4,4,4
BossBaby,GhostSpider,100,645003,7,9,18,7,7,7,5,raider,purple,,,,11,,1,1,2,1,2
BossBaby,KravenTheHunter,85,177137,7,7,16,6,6,6,4,raider,,,,,4,,4,5,5,4,5
BossBaby,KamalaKhan,90,267081,7,7,17,6,6,6,4,skirmisher,purple,,,,,10,,,,,
BossBaby,Lizard,80,157459,7,7,15,6,6,6,4,striker,,4,,,,,4,4,4,5,5
BossBaby,GhostRiderRobbie,95,324341,6,6,18,6,6,6,4,raider,purple,,,,11,,1,1,1,1,1
BossBaby,BetaRayBill,90,194954,5,5,17,6,6,6,5,raider,blue,,,,9,,4,4,4,5,4
BossBaby,Photon,90,283670,7,7,17,6,6,6,5,striker,purple,10,,,,,,,,,
BossBaby,AmadeusCho,90,283406,7,8,17,7,6,6,5,skirmisher,blue,,,,,9,4,4,4,4,4
BossBaby,MultipleMan,68,75817,6,6,12,6,6,6,4,healer,,,,4,,,4,4,4,4,5
BossBaby,VivVision,1,573,6,6,1,1,1,,,,,,,,,,,,,,
BossBaby,Vahl,95,505911,7,8,18,7,7,7,5,striker,purple,10,,,,,,,,,
BossBaby,Polaris,65,72988,6,6,12,6,6,6,4,raider,,,,,3,,4,4,3,4,4
BossBaby,Yelena,1,465,4,4,1,1,1,,,raider,,,,,3,,3,4,3,4,3
BossBaby,Nightcrawler,95,491238,7,8,18,7,7,7,5,raider,purple,,,,10,,,,,,
BossBaby,Doom,90,253719,7,5,17,7,6,6,5,striker,purple,10,,,,,,,,,
BossBaby,Ronin,75,118928,6,6,14,6,6,6,4,striker,blue,9,,,,,4,4,4,5,5
BossBaby,DoctorVoodoo,70,57130,3,3,13,6,6,6,4,skirmisher,,,,,,4,4,4,4,4,4
BossBaby,ColleenWing,1,382,4,4,1,1,1,,,,,,,,,,,,,,
BossBaby,RedHulk,90,280995,7,5,17,7,8,7,6,raider,purple,,,,10,,,,,2,
BossBaby,MorganLeFay,90,290445,7,5,17,7,8,7,6,striker,purple,10,,,,,,,,,
BossBaby,Archangel,95,401340,7,6,18,7,7,8,6,striker,purple,10,,,,,1,,,,
BossBaby,Rogue,95,393084,7,5,18,8,7,7,6,striker,purple,10,,,,,,,,,
BossBaby,Tigra,80,136846,5,5,15,6,6,6,4,striker,blue,10,,,,,5,5,5,5,5
BossBaby,Dazzler,90,243471,7,8,17,6,6,6,4,raider,blue,,,,9,,4,4,4,5,5
BossBaby,SpiderMan2099,80,147331,7,7,15,6,6,6,4,raider,,,,,4,,4,4,5,4,4
BossBaby,Fantomex,90,230560,7,7,17,6,6,6,5,raider,blue,,,,9,,4,4,4,4,4
BossBaby,Sunspot,95,466512,7,9,18,7,7,7,5,striker,purple,10,,,,,1,,,,
BossBaby,AgathaHarkness,90,378082,7,7,17,7,6,7,5,skirmisher,purple,,,,,10,,,,,
BossBaby,Forge,95,438794,7,8,18,7,7,7,5,striker,purple,10,,,,,,,,,
BossBaby,JaneThor,70,78162,5,5,13,6,6,6,4,striker,,4,,,,,4,4,4,4,4
BossBaby,SpiderWoman,70,76810,5,5,13,6,6,6,4,striker,,3,,,,,4,4,4,3,4
